"Statistic Label","Year","Gross Vehicle Weight","Fuel Type","Type of Carriage","Licensing Authority","UNIT","VALUE"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Diesel","Hire or reward","Co. Tipperary","Number","270"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Diesel","Hire or reward","Co. Waterford","Number","149"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Diesel","Hire or reward","Co. Wicklow","Number","353"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Diesel","Hire or reward","Co. Westmeath","Number","207"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Diesel","Hire or reward","Co. Wexford","Number","624"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Diesel","Hire or reward","Ireland","Number","12155"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Diesel","Own account","Co. Clare","Number","9063"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Diesel","Own account","Co. Cork","Number","40933"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Diesel","Own account","Co. Cavan","Number","8472"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Diesel","Own account","Co. Carlow","Number","5584"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Diesel","Own account","Co. Donegal","Number","16275"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Diesel","Own account","Co. Dublin","Number","74138"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Diesel","Own account","Co. Galway","Number","19783"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Diesel","Own account","Co. Kildare","Number","16978"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Diesel","Own account","Co. Kilkenny","Number","8184"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Diesel","Own account","Co. Kerry","Number","12370"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Diesel","Own account","Co. Longford","Number","4061"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Diesel","Own account","Co. Louth","Number","7877"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Diesel","Own account","Co. Limerick","Number","12902"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Diesel","Own account","Co. Leitrim","Number","3577"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Diesel","Own account","Co. Laois","Number","6083"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Diesel","Own account","Co. Meath","Number","15544"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Diesel","Own account","Co. Monaghan","Number","7834"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Diesel","Own account","Co. Mayo","Number","13235"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Diesel","Own account","Co. Offaly","Number","6559"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Diesel","Own account","Co. Roscommon","Number","6240"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Diesel","Own account","Co. Sligo","Number","5920"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Diesel","Own account","Co. Tipperary","Number","13872"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Diesel","Own account","Co. Waterford","Number","7659"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Diesel","Own account","Co. Wicklow","Number","9808"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Diesel","Own account","Co. Westmeath","Number","7970"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Diesel","Own account","Co. Wexford","Number","12903"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Diesel","Own account","Ireland","Number","353824"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Battery Electric Vehicles (BEV)","Main use (own account and hire or reward)","Co. Clare","Number","13"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Battery Electric Vehicles (BEV)","Main use (own account and hire or reward)","Co. Cork","Number","258"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Battery Electric Vehicles (BEV)","Main use (own account and hire or reward)","Co. Cavan","Number","17"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Battery Electric Vehicles (BEV)","Main use (own account and hire or reward)","Co. Carlow","Number","5"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Battery Electric Vehicles (BEV)","Main use (own account and hire or reward)","Co. Donegal","Number","23"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Battery Electric Vehicles (BEV)","Main use (own account and hire or reward)","Co. Dublin","Number","2754"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Battery Electric Vehicles (BEV)","Main use (own account and hire or reward)","Co. Galway","Number","45"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Battery Electric Vehicles (BEV)","Main use (own account and hire or reward)","Co. Kildare","Number","68"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Battery Electric Vehicles (BEV)","Main use (own account and hire or reward)","Co. Kilkenny","Number","28"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Battery Electric Vehicles (BEV)","Main use (own account and hire or reward)","Co. Kerry","Number","20"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Battery Electric Vehicles (BEV)","Main use (own account and hire or reward)","Co. Longford","Number","2"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Battery Electric Vehicles (BEV)","Main use (own account and hire or reward)","Co. Louth","Number","16"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Battery Electric Vehicles (BEV)","Main use (own account and hire or reward)","Co. Limerick","Number","48"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Battery Electric Vehicles (BEV)","Main use (own account and hire or reward)","Co. Leitrim","Number","4"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Battery Electric Vehicles (BEV)","Main use (own account and hire or reward)","Co. Laois","Number","8"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Battery Electric Vehicles (BEV)","Main use (own account and hire or reward)","Co. Meath","Number","20"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Battery Electric Vehicles (BEV)","Main use (own account and hire or reward)","Co. Monaghan","Number","9"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Battery Electric Vehicles (BEV)","Main use (own account and hire or reward)","Co. Mayo","Number","25"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Battery Electric Vehicles (BEV)","Main use (own account and hire or reward)","Co. Offaly","Number","9"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Battery Electric Vehicles (BEV)","Main use (own account and hire or reward)","Co. Roscommon","Number","9"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Battery Electric Vehicles (BEV)","Main use (own account and hire or reward)","Co. Sligo","Number","7"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Battery Electric Vehicles (BEV)","Main use (own account and hire or reward)","Co. Tipperary","Number","19"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Battery Electric Vehicles (BEV)","Main use (own account and hire or reward)","Co. Waterford","Number","40"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Battery Electric Vehicles (BEV)","Main use (own account and hire or reward)","Co. Wicklow","Number","26"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Battery Electric Vehicles (BEV)","Main use (own account and hire or reward)","Co. Westmeath","Number","29"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Battery Electric Vehicles (BEV)","Main use (own account and hire or reward)","Co. Wexford","Number","30"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Battery Electric Vehicles (BEV)","Main use (own account and hire or reward)","Ireland","Number","3532"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Battery Electric Vehicles (BEV)","Hire or reward","Co. Clare","Number",""
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Battery Electric Vehicles (BEV)","Hire or reward","Co. Cork","Number","7"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Battery Electric Vehicles (BEV)","Hire or reward","Co. Cavan","Number",""
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Battery Electric Vehicles (BEV)","Hire or reward","Co. Carlow","Number",""
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Battery Electric Vehicles (BEV)","Hire or reward","Co. Donegal","Number",""
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Battery Electric Vehicles (BEV)","Hire or reward","Co. Dublin","Number","248"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Battery Electric Vehicles (BEV)","Hire or reward","Co. Galway","Number",""
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Battery Electric Vehicles (BEV)","Hire or reward","Co. Kildare","Number","4"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Battery Electric Vehicles (BEV)","Hire or reward","Co. Kilkenny","Number",""
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Battery Electric Vehicles (BEV)","Hire or reward","Co. Kerry","Number","1"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Battery Electric Vehicles (BEV)","Hire or reward","Co. Longford","Number",""
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Battery Electric Vehicles (BEV)","Hire or reward","Co. Louth","Number","1"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Battery Electric Vehicles (BEV)","Hire or reward","Co. Limerick","Number",""
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Battery Electric Vehicles (BEV)","Hire or reward","Co. Leitrim","Number",""
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Battery Electric Vehicles (BEV)","Hire or reward","Co. Laois","Number",""
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Battery Electric Vehicles (BEV)","Hire or reward","Co. Meath","Number","1"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Battery Electric Vehicles (BEV)","Hire or reward","Co. Monaghan","Number",""
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Battery Electric Vehicles (BEV)","Hire or reward","Co. Mayo","Number","1"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Battery Electric Vehicles (BEV)","Hire or reward","Co. Offaly","Number",""
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Battery Electric Vehicles (BEV)","Hire or reward","Co. Roscommon","Number",""
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Battery Electric Vehicles (BEV)","Hire or reward","Co. Sligo","Number",""
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Battery Electric Vehicles (BEV)","Hire or reward","Co. Tipperary","Number",""
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Battery Electric Vehicles (BEV)","Hire or reward","Co. Waterford","Number",""
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Battery Electric Vehicles (BEV)","Hire or reward","Co. Wicklow","Number",""
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Battery Electric Vehicles (BEV)","Hire or reward","Co. Westmeath","Number",""
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Battery Electric Vehicles (BEV)","Hire or reward","Co. Wexford","Number","2"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Battery Electric Vehicles (BEV)","Hire or reward","Ireland","Number","265"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Battery Electric Vehicles (BEV)","Own account","Co. Clare","Number","13"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Battery Electric Vehicles (BEV)","Own account","Co. Cork","Number","251"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Battery Electric Vehicles (BEV)","Own account","Co. Cavan","Number","17"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Battery Electric Vehicles (BEV)","Own account","Co. Carlow","Number","5"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Battery Electric Vehicles (BEV)","Own account","Co. Donegal","Number","23"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Battery Electric Vehicles (BEV)","Own account","Co. Dublin","Number","2506"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Battery Electric Vehicles (BEV)","Own account","Co. Galway","Number","45"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Battery Electric Vehicles (BEV)","Own account","Co. Kildare","Number","64"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Battery Electric Vehicles (BEV)","Own account","Co. Kilkenny","Number","28"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Battery Electric Vehicles (BEV)","Own account","Co. Kerry","Number","19"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Battery Electric Vehicles (BEV)","Own account","Co. Longford","Number","2"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Battery Electric Vehicles (BEV)","Own account","Co. Louth","Number","15"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Battery Electric Vehicles (BEV)","Own account","Co. Limerick","Number","48"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Battery Electric Vehicles (BEV)","Own account","Co. Leitrim","Number","4"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Battery Electric Vehicles (BEV)","Own account","Co. Laois","Number","8"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Battery Electric Vehicles (BEV)","Own account","Co. Meath","Number","19"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Battery Electric Vehicles (BEV)","Own account","Co. Monaghan","Number","9"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Battery Electric Vehicles (BEV)","Own account","Co. Mayo","Number","24"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Battery Electric Vehicles (BEV)","Own account","Co. Offaly","Number","9"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Battery Electric Vehicles (BEV)","Own account","Co. Roscommon","Number","9"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Battery Electric Vehicles (BEV)","Own account","Co. Sligo","Number","7"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Battery Electric Vehicles (BEV)","Own account","Co. Tipperary","Number","19"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Battery Electric Vehicles (BEV)","Own account","Co. Waterford","Number","40"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Battery Electric Vehicles (BEV)","Own account","Co. Wicklow","Number","26"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Battery Electric Vehicles (BEV)","Own account","Co. Westmeath","Number","29"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Battery Electric Vehicles (BEV)","Own account","Co. Wexford","Number","28"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Battery Electric Vehicles (BEV)","Own account","Ireland","Number","3267"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Plug-in hybrid electric vehicles (PHEV)","Main use (own account and hire or reward)","Co. Clare","Number","14"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Plug-in hybrid electric vehicles (PHEV)","Main use (own account and hire or reward)","Co. Cork","Number","54"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Plug-in hybrid electric vehicles (PHEV)","Main use (own account and hire or reward)","Co. Cavan","Number","15"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Plug-in hybrid electric vehicles (PHEV)","Main use (own account and hire or reward)","Co. Carlow","Number","9"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Plug-in hybrid electric vehicles (PHEV)","Main use (own account and hire or reward)","Co. Donegal","Number","8"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Plug-in hybrid electric vehicles (PHEV)","Main use (own account and hire or reward)","Co. Dublin","Number","259"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Plug-in hybrid electric vehicles (PHEV)","Main use (own account and hire or reward)","Co. Galway","Number","62"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Plug-in hybrid electric vehicles (PHEV)","Main use (own account and hire or reward)","Co. Kildare","Number","70"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Plug-in hybrid electric vehicles (PHEV)","Main use (own account and hire or reward)","Co. Kilkenny","Number","11"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Plug-in hybrid electric vehicles (PHEV)","Main use (own account and hire or reward)","Co. Kerry","Number","11"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Plug-in hybrid electric vehicles (PHEV)","Main use (own account and hire or reward)","Co. Longford","Number","5"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Plug-in hybrid electric vehicles (PHEV)","Main use (own account and hire or reward)","Co. Louth","Number","23"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Plug-in hybrid electric vehicles (PHEV)","Main use (own account and hire or reward)","Co. Limerick","Number","14"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Plug-in hybrid electric vehicles (PHEV)","Main use (own account and hire or reward)","Co. Leitrim","Number","2"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Plug-in hybrid electric vehicles (PHEV)","Main use (own account and hire or reward)","Co. Laois","Number","13"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Plug-in hybrid electric vehicles (PHEV)","Main use (own account and hire or reward)","Co. Meath","Number","49"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Plug-in hybrid electric vehicles (PHEV)","Main use (own account and hire or reward)","Co. Monaghan","Number","11"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Plug-in hybrid electric vehicles (PHEV)","Main use (own account and hire or reward)","Co. Mayo","Number","11"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Plug-in hybrid electric vehicles (PHEV)","Main use (own account and hire or reward)","Co. Offaly","Number","9"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Plug-in hybrid electric vehicles (PHEV)","Main use (own account and hire or reward)","Co. Roscommon","Number","5"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Plug-in hybrid electric vehicles (PHEV)","Main use (own account and hire or reward)","Co. Sligo","Number","12"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Plug-in hybrid electric vehicles (PHEV)","Main use (own account and hire or reward)","Co. Tipperary","Number","16"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Plug-in hybrid electric vehicles (PHEV)","Main use (own account and hire or reward)","Co. Waterford","Number","5"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Plug-in hybrid electric vehicles (PHEV)","Main use (own account and hire or reward)","Co. Wicklow","Number","109"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Plug-in hybrid electric vehicles (PHEV)","Main use (own account and hire or reward)","Co. Westmeath","Number","7"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Plug-in hybrid electric vehicles (PHEV)","Main use (own account and hire or reward)","Co. Wexford","Number","28"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Plug-in hybrid electric vehicles (PHEV)","Main use (own account and hire or reward)","Ireland","Number","832"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Plug-in hybrid electric vehicles (PHEV)","Hire or reward","Co. Clare","Number",""
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Plug-in hybrid electric vehicles (PHEV)","Hire or reward","Co. Cork","Number","3"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Plug-in hybrid electric vehicles (PHEV)","Hire or reward","Co. Cavan","Number","1"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Plug-in hybrid electric vehicles (PHEV)","Hire or reward","Co. Carlow","Number",""
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Plug-in hybrid electric vehicles (PHEV)","Hire or reward","Co. Donegal","Number",""
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Plug-in hybrid electric vehicles (PHEV)","Hire or reward","Co. Dublin","Number","5"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Plug-in hybrid electric vehicles (PHEV)","Hire or reward","Co. Galway","Number","1"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Plug-in hybrid electric vehicles (PHEV)","Hire or reward","Co. Kildare","Number","6"
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Plug-in hybrid electric vehicles (PHEV)","Hire or reward","Co. Kilkenny","Number",""
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Plug-in hybrid electric vehicles (PHEV)","Hire or reward","Co. Kerry","Number",""
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Plug-in hybrid electric vehicles (PHEV)","Hire or reward","Co. Longford","Number",""
"Goods vehicles","2024","N1 - Vehicles used for the carriage of goods and having a maximum mass not exceeding 3.5 tonnes","Plug-in hybrid electric vehicles (PHEV)","Hire or reward","Co. Louth","Number",""
