"Statistic Label","Year","Gross Vehicle Weight","Fuel Type","Type of Carriage","Licensing Authority","UNIT","VALUE"
"Goods vehicles","2023","All vehicle weights","Plug-in hybrid electric vehicles (PHEV)","Own account","Co. Wicklow","Number","110"
"Goods vehicles","2023","All vehicle weights","Plug-in hybrid electric vehicles (PHEV)","Own account","Co. Westmeath","Number","16"
"Goods vehicles","2023","All vehicle weights","Plug-in hybrid electric vehicles (PHEV)","Own account","Co. Wexford","Number","20"
"Goods vehicles","2023","All vehicle weights","Plug-in hybrid electric vehicles (PHEV)","Own account","Ireland","Number","655"
"Goods vehicles","2023","All vehicle weights","Other fuel types","Main use (own account and hire or reward)","Co. Clare","Number","26"
"Goods vehicles","2023","All vehicle weights","Other fuel types","Main use (own account and hire or reward)","Co. Cork","Number","225"
"Goods vehicles","2023","All vehicle weights","Other fuel types","Main use (own account and hire or reward)","Co. Cavan","Number","36"
"Goods vehicles","2023","All vehicle weights","Other fuel types","Main use (own account and hire or reward)","Co. Carlow","Number","22"
"Goods vehicles","2023","All vehicle weights","Other fuel types","Main use (own account and hire or reward)","Co. Donegal","Number","44"
"Goods vehicles","2023","All vehicle weights","Other fuel types","Main use (own account and hire or reward)","Co. Dublin","Number","556"
"Goods vehicles","2023","All vehicle weights","Other fuel types","Main use (own account and hire or reward)","Co. Galway","Number","76"
"Goods vehicles","2023","All vehicle weights","Other fuel types","Main use (own account and hire or reward)","Co. Kildare","Number","118"
"Goods vehicles","2023","All vehicle weights","Other fuel types","Main use (own account and hire or reward)","Co. Kilkenny","Number","23"
"Goods vehicles","2023","All vehicle weights","Other fuel types","Main use (own account and hire or reward)","Co. Kerry","Number","39"
"Goods vehicles","2023","All vehicle weights","Other fuel types","Main use (own account and hire or reward)","Co. Longford","Number","10"
"Goods vehicles","2023","All vehicle weights","Other fuel types","Main use (own account and hire or reward)","Co. Louth","Number","25"
"Goods vehicles","2023","All vehicle weights","Other fuel types","Main use (own account and hire or reward)","Co. Limerick","Number","49"
"Goods vehicles","2023","All vehicle weights","Other fuel types","Main use (own account and hire or reward)","Co. Leitrim","Number","6"
"Goods vehicles","2023","All vehicle weights","Other fuel types","Main use (own account and hire or reward)","Co. Laois","Number","25"
"Goods vehicles","2023","All vehicle weights","Other fuel types","Main use (own account and hire or reward)","Co. Meath","Number","54"
"Goods vehicles","2023","All vehicle weights","Other fuel types","Main use (own account and hire or reward)","Co. Monaghan","Number","32"
"Goods vehicles","2023","All vehicle weights","Other fuel types","Main use (own account and hire or reward)","Co. Mayo","Number","28"
"Goods vehicles","2023","All vehicle weights","Other fuel types","Main use (own account and hire or reward)","Co. Offaly","Number","9"
"Goods vehicles","2023","All vehicle weights","Other fuel types","Main use (own account and hire or reward)","Co. Roscommon","Number","14"
"Goods vehicles","2023","All vehicle weights","Other fuel types","Main use (own account and hire or reward)","Co. Sligo","Number","15"
"Goods vehicles","2023","All vehicle weights","Other fuel types","Main use (own account and hire or reward)","Co. Tipperary","Number","31"
"Goods vehicles","2023","All vehicle weights","Other fuel types","Main use (own account and hire or reward)","Co. Waterford","Number","32"
"Goods vehicles","2023","All vehicle weights","Other fuel types","Main use (own account and hire or reward)","Co. Wicklow","Number","71"
"Goods vehicles","2023","All vehicle weights","Other fuel types","Main use (own account and hire or reward)","Co. Westmeath","Number","26"
"Goods vehicles","2023","All vehicle weights","Other fuel types","Main use (own account and hire or reward)","Co. Wexford","Number","40"
"Goods vehicles","2023","All vehicle weights","Other fuel types","Main use (own account and hire or reward)","Ireland","Number","1632"
"Goods vehicles","2023","All vehicle weights","Other fuel types","Hire or reward","Co. Clare","Number","5"
"Goods vehicles","2023","All vehicle weights","Other fuel types","Hire or reward","Co. Cork","Number","13"
"Goods vehicles","2023","All vehicle weights","Other fuel types","Hire or reward","Co. Cavan","Number","9"
"Goods vehicles","2023","All vehicle weights","Other fuel types","Hire or reward","Co. Carlow","Number","2"
"Goods vehicles","2023","All vehicle weights","Other fuel types","Hire or reward","Co. Donegal","Number","0"
"Goods vehicles","2023","All vehicle weights","Other fuel types","Hire or reward","Co. Dublin","Number","34"
"Goods vehicles","2023","All vehicle weights","Other fuel types","Hire or reward","Co. Galway","Number","0"
"Goods vehicles","2023","All vehicle weights","Other fuel types","Hire or reward","Co. Kildare","Number","3"
"Goods vehicles","2023","All vehicle weights","Other fuel types","Hire or reward","Co. Kilkenny","Number","0"
"Goods vehicles","2023","All vehicle weights","Other fuel types","Hire or reward","Co. Kerry","Number","0"
"Goods vehicles","2023","All vehicle weights","Other fuel types","Hire or reward","Co. Longford","Number","0"
"Goods vehicles","2023","All vehicle weights","Other fuel types","Hire or reward","Co. Louth","Number","0"
"Goods vehicles","2023","All vehicle weights","Other fuel types","Hire or reward","Co. Limerick","Number","0"
"Goods vehicles","2023","All vehicle weights","Other fuel types","Hire or reward","Co. Leitrim","Number","0"
"Goods vehicles","2023","All vehicle weights","Other fuel types","Hire or reward","Co. Laois","Number","0"
"Goods vehicles","2023","All vehicle weights","Other fuel types","Hire or reward","Co. Meath","Number","2"
"Goods vehicles","2023","All vehicle weights","Other fuel types","Hire or reward","Co. Monaghan","Number","0"
"Goods vehicles","2023","All vehicle weights","Other fuel types","Hire or reward","Co. Mayo","Number","0"
"Goods vehicles","2023","All vehicle weights","Other fuel types","Hire or reward","Co. Offaly","Number","1"
"Goods vehicles","2023","All vehicle weights","Other fuel types","Hire or reward","Co. Roscommon","Number","0"
"Goods vehicles","2023","All vehicle weights","Other fuel types","Hire or reward","Co. Sligo","Number","0"
"Goods vehicles","2023","All vehicle weights","Other fuel types","Hire or reward","Co. Tipperary","Number","0"
"Goods vehicles","2023","All vehicle weights","Other fuel types","Hire or reward","Co. Waterford","Number","2"
"Goods vehicles","2023","All vehicle weights","Other fuel types","Hire or reward","Co. Wicklow","Number","0"
"Goods vehicles","2023","All vehicle weights","Other fuel types","Hire or reward","Co. Westmeath","Number","0"
"Goods vehicles","2023","All vehicle weights","Other fuel types","Hire or reward","Co. Wexford","Number","0"
"Goods vehicles","2023","All vehicle weights","Other fuel types","Hire or reward","Ireland","Number","71"
"Goods vehicles","2023","All vehicle weights","Other fuel types","Own account","Co. Clare","Number","21"
"Goods vehicles","2023","All vehicle weights","Other fuel types","Own account","Co. Cork","Number","212"
"Goods vehicles","2023","All vehicle weights","Other fuel types","Own account","Co. Cavan","Number","27"
"Goods vehicles","2023","All vehicle weights","Other fuel types","Own account","Co. Carlow","Number","20"
"Goods vehicles","2023","All vehicle weights","Other fuel types","Own account","Co. Donegal","Number","44"
"Goods vehicles","2023","All vehicle weights","Other fuel types","Own account","Co. Dublin","Number","522"
"Goods vehicles","2023","All vehicle weights","Other fuel types","Own account","Co. Galway","Number","76"
"Goods vehicles","2023","All vehicle weights","Other fuel types","Own account","Co. Kildare","Number","115"
"Goods vehicles","2023","All vehicle weights","Other fuel types","Own account","Co. Kilkenny","Number","23"
"Goods vehicles","2023","All vehicle weights","Other fuel types","Own account","Co. Kerry","Number","39"
"Goods vehicles","2023","All vehicle weights","Other fuel types","Own account","Co. Longford","Number","10"
"Goods vehicles","2023","All vehicle weights","Other fuel types","Own account","Co. Louth","Number","25"
"Goods vehicles","2023","All vehicle weights","Other fuel types","Own account","Co. Limerick","Number","49"
"Goods vehicles","2023","All vehicle weights","Other fuel types","Own account","Co. Leitrim","Number","6"
"Goods vehicles","2023","All vehicle weights","Other fuel types","Own account","Co. Laois","Number","25"
"Goods vehicles","2023","All vehicle weights","Other fuel types","Own account","Co. Meath","Number","52"
"Goods vehicles","2023","All vehicle weights","Other fuel types","Own account","Co. Monaghan","Number","32"
"Goods vehicles","2023","All vehicle weights","Other fuel types","Own account","Co. Mayo","Number","28"
"Goods vehicles","2023","All vehicle weights","Other fuel types","Own account","Co. Offaly","Number","8"
"Goods vehicles","2023","All vehicle weights","Other fuel types","Own account","Co. Roscommon","Number","14"
"Goods vehicles","2023","All vehicle weights","Other fuel types","Own account","Co. Sligo","Number","15"
"Goods vehicles","2023","All vehicle weights","Other fuel types","Own account","Co. Tipperary","Number","31"
"Goods vehicles","2023","All vehicle weights","Other fuel types","Own account","Co. Waterford","Number","30"
"Goods vehicles","2023","All vehicle weights","Other fuel types","Own account","Co. Wicklow","Number","71"
"Goods vehicles","2023","All vehicle weights","Other fuel types","Own account","Co. Westmeath","Number","26"
"Goods vehicles","2023","All vehicle weights","Other fuel types","Own account","Co. Wexford","Number","40"
"Goods vehicles","2023","All vehicle weights","Other fuel types","Own account","Ireland","Number","1561"
"Goods vehicles","2023","All vehicle weights","All fuel types","Main use (own account and hire or reward)","Co. Clare","Number","9813"
"Goods vehicles","2023","All vehicle weights","All fuel types","Main use (own account and hire or reward)","Co. Cork","Number","46420"
"Goods vehicles","2023","All vehicle weights","All fuel types","Main use (own account and hire or reward)","Co. Cavan","Number","9421"
"Goods vehicles","2023","All vehicle weights","All fuel types","Main use (own account and hire or reward)","Co. Carlow","Number","6528"
"Goods vehicles","2023","All vehicle weights","All fuel types","Main use (own account and hire or reward)","Co. Donegal","Number","16894"
"Goods vehicles","2023","All vehicle weights","All fuel types","Main use (own account and hire or reward)","Co. Dublin","Number","87505"
"Goods vehicles","2023","All vehicle weights","All fuel types","Main use (own account and hire or reward)","Co. Galway","Number","22021"
"Goods vehicles","2023","All vehicle weights","All fuel types","Main use (own account and hire or reward)","Co. Kildare","Number","19599"
"Goods vehicles","2023","All vehicle weights","All fuel types","Main use (own account and hire or reward)","Co. Kilkenny","Number","9324"
"Goods vehicles","2023","All vehicle weights","All fuel types","Main use (own account and hire or reward)","Co. Kerry","Number","13340"
"Goods vehicles","2023","All vehicle weights","All fuel types","Main use (own account and hire or reward)","Co. Longford","Number","4460"
"Goods vehicles","2023","All vehicle weights","All fuel types","Main use (own account and hire or reward)","Co. Louth","Number","8788"
"Goods vehicles","2023","All vehicle weights","All fuel types","Main use (own account and hire or reward)","Co. Limerick","Number","15079"
"Goods vehicles","2023","All vehicle weights","All fuel types","Main use (own account and hire or reward)","Co. Leitrim","Number","3841"
"Goods vehicles","2023","All vehicle weights","All fuel types","Main use (own account and hire or reward)","Co. Laois","Number","6944"
"Goods vehicles","2023","All vehicle weights","All fuel types","Main use (own account and hire or reward)","Co. Meath","Number","17589"
"Goods vehicles","2023","All vehicle weights","All fuel types","Main use (own account and hire or reward)","Co. Monaghan","Number","8942"
"Goods vehicles","2023","All vehicle weights","All fuel types","Main use (own account and hire or reward)","Co. Mayo","Number","14017"
"Goods vehicles","2023","All vehicle weights","All fuel types","Main use (own account and hire or reward)","Co. Offaly","Number","7167"
"Goods vehicles","2023","All vehicle weights","All fuel types","Main use (own account and hire or reward)","Co. Roscommon","Number","6748"
"Goods vehicles","2023","All vehicle weights","All fuel types","Main use (own account and hire or reward)","Co. Sligo","Number","6628"
"Goods vehicles","2023","All vehicle weights","All fuel types","Main use (own account and hire or reward)","Co. Tipperary","Number","15633"
"Goods vehicles","2023","All vehicle weights","All fuel types","Main use (own account and hire or reward)","Co. Waterford","Number","8393"
"Goods vehicles","2023","All vehicle weights","All fuel types","Main use (own account and hire or reward)","Co. Wicklow","Number","10818"
"Goods vehicles","2023","All vehicle weights","All fuel types","Main use (own account and hire or reward)","Co. Westmeath","Number","8843"
"Goods vehicles","2023","All vehicle weights","All fuel types","Main use (own account and hire or reward)","Co. Wexford","Number","15474"
"Goods vehicles","2023","All vehicle weights","All fuel types","Main use (own account and hire or reward)","Ireland","Number","400229"
"Goods vehicles","2023","All vehicle weights","All fuel types","Hire or reward","Co. Clare","Number","704"
"Goods vehicles","2023","All vehicle weights","All fuel types","Hire or reward","Co. Cork","Number","2525"
"Goods vehicles","2023","All vehicle weights","All fuel types","Hire or reward","Co. Cavan","Number","513"
"Goods vehicles","2023","All vehicle weights","All fuel types","Hire or reward","Co. Carlow","Number","245"
"Goods vehicles","2023","All vehicle weights","All fuel types","Hire or reward","Co. Donegal","Number","672"
